FILME,EXAME,ALVO,MIN,MAX
26TBM10,Faixa de selagem,105,,130
20TBM10,Força de selagem,350,300,
22TBM10,Força de selagem,390,300,
26TBM10,Força de selagem,400,300,
20TBM10,TIS NT-NT,105,100,108
22TBM10,TIS NT-NT,105,100,108
26TBM10,TIS NT-NT,105,100,108
20TBM10,Encolhimento DM,3,,5
22TBM10,Encolhimento DM,3,,5
26TBM10,Encolhimento DM,3,,5
20TBM10,Encolhimento DT,1,,3
22TBM10,Encolhimento DT,1,,3
26TBM10,Encolhimento DT,1,,3
20TBM10,Densidade óptica,2,1.9,
22TBM10,Densidade óptica,2,1.9,
26TBM10,Densidade óptica,2,1.9,
20TBM10,Força de tração DM,80,60,
20TBM10,Força de tração DT,140,110,
20TBM10,Alongamento DM,120,,160
20TBM10,Alongamento DT,40,,60
20TBM10,Módulo elástico DM,1200,,
20TBM10,Módulo elástico DT,1700,,
22TBM10,Força de tração DM,80,60,
22TBM10,Força de tração DT,140,110,
22TBM10,Alongamento DM,120,,160
22TBM10,Alongamento DT,40,,60
22TBM10,Módulo elástico DM,1200,,
22TBM10,Módulo elástico DT,1700,,
26TBM10,Força de tração DM,80,60,
26TBM10,Força de tração DT,140,110,
26TBM10,Alongamento DM,120,,160
26TBM10,Alongamento DT,40,,60
26TBM10,Módulo elástico DM,1200,,
26TBM10,Módulo elástico DT,1700,,
20TFA02MR-L3,Espessura,20,19.4,20.6
22TFA02MR-L3,Espessura,22,21.3,22.7
24TFA02MR-L3,Espessura,24,23.3,24.7
28TFA02MR-L3,Espessura,28,27.2,28.8
20TFA02MR-L3,Gramatura,18.1,17.6,18.6
22TFA02MR-L3,Gramatura,19.9,19.3,20.5
24TFA02MR-L3,Gramatura,21.7,21.1,22.4
28TFA02MR-L3,Gramatura,25.3,24.6,26.1
20TFA02MR-L3,COF NT-NT imediato,0.45,0.3,0.65
20TFA02MR-L3,COF NT-NT,0.5,0.3,0.7
20TFA02MR-L3,COF T-T imediato,0.45,0.3,0.65
20TFA02MR-L3,COF T-T,0.5,0.3,0.7
22TFA02MR-L3,COF NT-NT imediato,0.45,0.3,0.65
22TFA02MR-L3,COF NT-NT,0.5,0.3,0.7
22TFA02MR-L3,COF T-T imediato,0.45,0.3,0.65
22TFA02MR-L3,COF T-T,0.5,0.3,0.7
24TFA02MR-L3,COF NT-NT imediato,0.45,0.3,0.65
24TFA02MR-L3,COF NT-NT,0.5,0.3,0.7
24TFA02MR-L3,COF T-T imediato,0.45,0.3,0.65
24TFA02MR-L3,COF T-T,0.5,0.3,0.7
28TFA02MR-L3,COF NT-NT imediato,0.45,0.3,0.65
28TFA02MR-L3,COF NT-NT,0.5,0.3,0.7
28TFA02MR-L3,COF T-T imediato,0.45,0.3,0.65
28TFA02MR-L3,COF T-T,0.5,0.3,0.7
20TFA02MR-L3,Tensão superficial,42,38,46
22TFA02MR-L3,Tensão superficial,42,38,46
24TFA02MR-L3,Tensão superficial,42,38,46
28TFA02MR-L3,Tensão superficial,42,38,46
20TFA02MR-L3,Encolhimento DM,3,,5
22TFA02MR-L3,Encolhimento DM,3,,5
24TFA02MR-L3,Encolhimento DM,3,,5
28TFA02MR-L3,Encolhimento DM,3,,5
20TFA02MR-L3,Encolhimento DT,1,,3
22TFA02MR-L3,Encolhimento DT,1,,3
24TFA02MR-L3,Encolhimento DT,1,,3
28TFA02MR-L3,Encolhimento DT,1,,3
20TFA02MR-L3,Brilho ,95,85,
20TFA02MR-L3,Difusão,1.3,,2.5
20TFA02MR-L3,Força de tração DM,160,140,
20TFA02MR-L3,Força de tração DT,270,230,
20TFA02MR-L3,Alongamento DM,140,,170
20TFA02MR-L3,Alongamento DT,45,,65
20TFA02MR-L3,Módulo elástico DM,1800,,
20TFA02MR-L3,Módulo elástico DT,2600,,
22TFA02MR-L3,Brilho ,95,85,
22TFA02MR-L3,Difusão,1.3,,2.5
22TFA02MR-L3,Força de tração DM,160,140,
22TFA02MR-L3,Força de tração DT,270,230,
22TFA02MR-L3,Alongamento DM,140,,170
22TFA02MR-L3,Alongamento DT,45,,65
22TFA02MR-L3,Módulo elástico DM,1800,,
22TFA02MR-L3,Módulo elástico DT,2600,,
24TFA02MR-L3,Brilho ,95,85,
24TFA02MR-L3,Difusão,1.3,,2.5
24TFA02MR-L3,Força de tração DM,160,140,
24TFA02MR-L3,Força de tração DT,270,230,
24TFA02MR-L3,Alongamento DM,140,,170
24TFA02MR-L3,Alongamento DT,45,,65
24TFA02MR-L3,Módulo elástico DM,1800,,
24TFA02MR-L3,Módulo elástico DT,2600,,
28TFA02MR-L3,Brilho ,95,85,
28TFA02MR-L3,Difusão,1.3,,2.5
28TFA02MR-L3,Força de tração DM,160,140,
28TFA02MR-L3,Força de tração DT,270,230,
28TFA02MR-L3,Alongamento DM,140,,170
28TFA02MR-L3,Alongamento DT,45,,65
28TFA02MR-L3,Módulo elástico DM,1800,,
28TFA02MR-L3,Módulo elástico DT,2600,,
20TBPHGS32MR-L2,Espessura,26.7,25.3,28
22TBPHGS32MR-L2,Espessura,29.3,28,30.7
26TBPHGS32MR-L2,Espessura,34.7,33.3,36
20TBPHGS32MR-L2,Gramatura,20,19,21
22TBPHGS32MR-L2,Gramatura,22,21,23
26TBPHGS32MR-L2,Gramatura,26,25,27
20TBPHGS32MR-L2,COF NT-NT imediato,0.22,0.15,0.3
20TBPHGS32MR-L2,COF NT-NT,0.35,0.2,0.45
20TBPHGS32MR-L2,COF T-T imediato,0.18,0.13,0.23
20TBPHGS32MR-L2,COF T-T,0.3,0.2,0.4
20TBPHGS32MR-L2,Tensão superficial,42,38,46
20TBPHGS32MR-L2,Faixa de selagem,350,300,
20TBPHGS32MR-L2,TIS NT-NT,105,100,108
20TBPHGS32MR-L2,TIS T-T,112,100,120
20TBPHGS32MR-L2,Encolhimento DM,3,,5
,Encolhimento DT,1,,3
,Brilho ,85,77,
,Opacidade,80,75,88
,Haze,29,21,34
,Força de tração DM,,,
,Força de tração DT,,,
,Alongamento DM,,,
,Alongamento DT,,,
